Price,Model,CPU,Graphics,RAM,HDD,SSD,Display,Budget,Rate_From_10,Image_Url,Best_For,Final_Budget,Notes,Brand,Type
$1005,Asus Zenbook UX430UA,i7-8550U,Intel UHD Graphics 620,16GB,-,512GB,"14"" 1920x1080 IPS",Medium/Med-High,7,http://lappylist.com/images/laptop/Asus%20Zenbook%20UX390UA.jpg,"programming,mainstream",$1005 'Medium/Med-High',"programming,mainstream",Asus,Top
$1007,Lenovo ThinkPad T470p*,i5-7300HQ,Intel Graphics 630,8GB,500GB 7200RPM,-,"14"" 1920x1080 IPS",Medium/Med-High,9,http://lappylist.com/images/laptop/Lenovo%20Thinkpad%20460p.jpg,programming,$1007 'Medium/Med-High',programming,Lenovo,Top
$1046,Dell Latitude 15 E5580*,i5-7200U,Intel Graphics 620,8GB,500GB 7200RPM,-,"15.6"" 1920x1080 IPS",Medium/Med-High,10,http://www.lappylist.com/images/laptop/Dell%20Latitude%20E5550.jpg,programming,$1046 'Medium/Med-High',programming,Dell,Top
$1049,Dell XPS 13 9370 Dev. Edition,i5-8250U,Intel UHD Graphics 620,8GB,-,128GB PCIe,"13.3"" 1920x1080 IPS",Medium/Med-High,9,http://lappylist.com/images/laptop2018/Dell%20XPS%2013%209370%20Dev.jpg,programming,$1049 'Medium/Med-High',programming,Dell,Top
$1055,Lenovo ThinkPad T470s*,i5-7200U,Intel Graphics 620,8GB,-,128GB,"14"" 1920x1080 IPS",Medium/Med-High,9,http://www.lappylist.com/images/laptop/Lenovo%20ThinkPad%20T450s.jpg,programming,$1055 'Medium/Med-High',programming,Lenovo,Top
$1071,Lenovo ThinkPad Yoga 460*,i5-6200U,Intel Graphics 520,8GB,-,128GB,"14"" 1920x1080 IPS Touch w/ Pen",Medium/Med-High,8,http://lappylist.com/images/laptop/Lenovo%20ThinkPad%20Yoga%2015.jpg,convertible,$1071 'Medium/Med-High',convertible,Lenovo,Top
$1080,MSI GF63 THIN 9SC-614,Core i5-9300H,NVIDIA GTX 1650 4GB,8GB,-,512GB,"15.6"" 1920x1080 60Hz IPS",Medium/Med-High,7,https://lappylist.com/images/2020_laptop/MSI_GF63_THIN_9RCX_818.jpg,gaming,$1080 'Medium/Med-High',gaming,MSI,Top
$1099,HP Spectre 13,i7-7500U,Intel Graphics 620,8GB,-,256GB PCIe,"13.3"" 1920x1080 IPS",Medium/Med-High,9,http://lappylist.com/images/laptop/HP%20Spectre%2013.jpg,ultraportable,$1099 'Medium/Med-High',ultraportable,HP,Top
$1099,Lenovo Legion Y545 1650,Core i7-9750H,NVIDIA GTX 1650 4GB,16GB,1TB,256GB,"15.6"" 1920x1080 60Hz IPS",Medium/Med-High,8,https://lappylist.com/images/2020_laptop/Lenovo_Legion_Y545.jpg,gaming,$1099 'Medium/Med-High',gaming,Lenovo,Top
$1119,Dell XPS 15 9560 (i5 refurb),i5-7300HQ,Nvidia GTX 1050,8GB,-,256GB PCIe,"15.6"" 3840x2160 IPS Touch",Medium/Med-High,10,http://lappylist.com/images/laptop/Dell%20XPS%2015%209560.jpg,"programming,mainstream",$1119 'Medium/Med-High',"programming,mainstream",Dell,Top
$1149,Dell G5 15,Core i7-10750H,NVIDIA GTX 1650Ti 4GB,16GB,-,512GB,"15.6"" 1920x1080 60hz",Medium/Med-High,7,https://lappylist.com/images/2020_laptop/Dell_G5_15.jpg,gaming,$1149 'Medium/Med-High',gaming,Dell,Top
$1149,Dell XPS 13 9370,i5-8250U,Intel UHD Graphics 620,8GB,-,128GB PCIe,"13.3"" 1920x1080 IPS",Medium/Med-High,9,http://lappylist.com/images/laptop2018/Dell%20XPS%2013%209370.jpg,"programming,mainstream",$1149 'Medium/Med-High',"programming,mainstream",Dell,Top
$1151,Lenovo ThinkPad Yoga 260*,i5-6200U,Intel Graphics 520,8GB,-,128GB,"12.5"" 1920x1080 IPS Touch w/ Pen",Medium/Med-High,9,http://lappylist.com/images/laptop/Lenovo%20ThinkPad%20Yoga.jpg,convertible,$1151 'Medium/Med-High',convertible,Lenovo,Top
$1159,HP OMEN 15,Ryzen 7 4800H,NVIDIA GTX 1660 Ti 6GB,16GB,-,1TB,"15.6"" 1920x1080 144Hz IPS",Medium/Med-High,8,https://lappylist.com/images/2020_laptop/HP_OMEN_15.jpg,gaming,$1159 'Medium/Med-High',gaming,HP,Top
$1178,Acer Predator Helios 300,Core i7-10750H,NVIDIA RTX 2060 6GB,16GB,-,512GB,"15.6"" 1920x1080 144Hz IPS",Medium/Med-High,7,https://lappylist.com/images/2020_laptop/Acer_Predator_Helios_300.jpg,gaming,$1178 'Medium/Med-High',gaming,Acer,Top
$1186,Asus TUF A15 2060,Ryzen 7 4800H,NVIDIA RTX 2060 6GB,16GB,-,1TB,"15.6"" 1920x1080 144Hz IPS",Medium/Med-High,8,https://lappylist.com/images/2020_laptop/Asus_TUF_A15.jpg,gaming,$1186 'Medium/Med-High',gaming,Asus,Top
$1199,Asus TUF FX505,Ryzen 7 R7-3750H,NVIDIA RTX 2060 8GB,16GB,-,512GB,"15.6"" 1920x1080 60Hz IPS",Medium/Med-High,8,https://lappylist.com/images/2020_laptop/Asus_TUF_FX505.jpg,gaming,$1199 'Medium/Med-High',gaming,Asus,Top
$1199,Lenovo Legion Y540,Core i7-9750H,NVIDIA GTX 1650 4GB,24GB,1TB,512GB,"15.6"" 1920x1080 60Hz IPS",Medium/Med-High,8,https://lappylist.com/images/2020_laptop/Lenovo_Legion_Y540.jpg,gaming,$1199 'Medium/Med-High',gaming,Lenovo,Top
$1199,Lenovo Yoga 910 13,i7-7500U,Intel Graphics 620,8GB,-,256GB,"13.3"" 3200x1800 IPS Touch",Medium/Med-High,8,http://lappylist.com/images/laptop/Lenovo%20IdeaPad%20Yoga%20900.jpg,convertible,$1199 'Medium/Med-High',convertible,Lenovo,Top
$1202,Asus Zenbook UX303UB,i7-6500U,Nvidia GT 940M,12GB,-,512GB,"13.3"" 3200x1800 IPS Touch",Medium/Med-High,8,http://lappylist.com/images/laptop/ASUS%20Zenbook%20UX303LA.jpg,ultraportable,$1202 'Medium/Med-High',ultraportable,Asus,Top
$1229,Lenovo ThinkPad X1 Carbon,i5-7200U,Intel Graphics 620,8GB,-,128GB,"14"" 1920x1080 IPS",Medium/Med-High,10,http://lappylist.com/images/laptop/Lenovo%20ThinkPad%20X1%20Carbon%205th%20gen.jpg,programming,$1229 'Medium/Med-High',programming,Lenovo,Top
$1246,LG Gram 15 (8th Gen),i5-8250U,Intel UHD Graphics 620,8GB,-,256GB,"15.6"" 1920x1080 IPS",Medium/Med-High,7,http://lappylist.com/images/laptop2018/LG%20Gram%2015.jpg,mainstream,$1246 'Medium/Med-High',mainstream,LG,Top
$1249,Lenovo Yoga 900s,m7-6Y75,Intel Graphics 515,8GB,-,256GB PCIe,"12.5"" 2560x1440 IPS Touch",Medium/Med-High,8,http://lappylist.com/images/laptop/Lenovo%20Yoga%20900s.jpg,convertible,$1249 'Medium/Med-High',convertible,Lenovo,Top
$1279,Dell Latitude 15 E5590*,i5-8250U,Intel UHD Graphics 620,8GB,-,256GB PCIe,"15.6"" 1920x1080 IPS",Medium/Med-High,10,http://www.lappylist.com/images/laptop/Dell%20Latitude%20E5550.jpg,programming,$1279 'Medium/Med-High',programming,Dell,Top
$1279,HP Elitebook 1040 G4,i5-7200U,Intel Graphics 620,8GB,-,128GB,"14"" 1920x1080 IPS",Medium/Med-High,9,http://lappylist.com/images/laptop/HP%20Elitebook%201040%20G3.jpg,programming,$1279 'Medium/Med-High',programming,HP,Top
$1298,Asus ROG Zephyrus G14,Ryzen 9 4900HS,NVIDIA RTX 2060 6GB,16GB,-,1TB,"14.0"" 1920x1080 120hz IPS",Medium/Med-High,8,https://lappylist.com/images/2020_laptop/Asus_ROG_Zephyrus_G14.jpg,gaming,$1298 'Medium/Med-High',gaming,Asus,Top
$1299,Dell XPS 15 9560 (i5),i5-7300HQ,Nvidia GTX 1050,8GB,-,256GB,"15.6"" 3840x2160 IPS Touch",Medium/Med-High,10,http://lappylist.com/images/laptop/Dell%20XPS%2015%209560.jpg,"programming,mainstream",$1299 'Medium/Med-High',"programming,mainstream",Dell,Top
$1299,Microsoft Surface Pro,i5-7300U,Intel Graphics 620,8GB,-,256GB,"12.3"" 2736x1824 IPS Touch",Medium/Med-High,9,http://lappylist.com/images/laptop/Microsoft%20Surface%20Pro%204.jpg,ultraportable,$1299 'Medium/Med-High',ultraportable,Microsoft,Top
$1322,Lenovo ThinkPad 370*,i5-7200U,Intel Graphics 620,8GB,`,128GB,"13.3"" 1920x1080 IPS Touch w/ Pen",Medium/Med-High,9,http://lappylist.com/images/laptop/Lenovo%20ThinkPad%20Yoga%20370.jpg,convertible,$1322 'Medium/Med-High',convertible,Lenovo,Top
$1327,Lenovo ThinkPad P40 Yoga,i7-6500U,Nvidia Quadro M500M,8GB,-,256GB,"14.1"" 1920x1080 IPS Touch w/ Pen",Medium/Med-High,10,http://lappylist.com/images/laptop/Lenovo%20ThinkPad%20P40%20Yoga.jpg,convertible,$1327 'Medium/Med-High',convertible,Lenovo,Top
$1399,Dell XPS 15 9560 (i7 refurb),i5-7700HQ,Nvidia GTX 1050,16GB,-,512GB PCIe,"15.6"" 3840x2160 IPS Touch",High/Extreme-High,10,http://lappylist.com/images/laptop/Dell%20XPS%2015%209560.jpg,"programming,mainstream",$1399 'High/Extreme-High',"programming,mainstream",Dell,Top
$1399,Lenovo Legion Y545 2060,Core i7-9750H,NVIDIA RTX 2060 6GB,16GB,-,512GB,"15.6"" 1920x1080 60hz",High/Extreme-High,8,https://lappylist.com/images/2020_laptop/Lenovo_Legion_Y545.jpg,gaming,$1399 'High/Extreme-High',gaming,Lenovo,Top
$1449,Asus ROG Strix G15,Core i7-10750H,NVIDIA RTX 2070 8GB,16GB,-,1TB,"15.6"" 1920x1080 240Hz IPS",High/Extreme-High,8,https://lappylist.com/images/2020_laptop/Asus_ROG_Strix_G15.jpg,gaming,$1449 'High/Extreme-High',gaming,Asus,Top
$1449,Lenovo Legion Y740 1660,Core i7-9750H,NVIDIA GTX 1660 Ti 6GB,16GB,1TB,256GB,"17.3"" 1920x1080 144hz IPS",High/Extreme-High,8,https://lappylist.com/images/2020_laptop/Lenovo_Legion_Y740.jpg,gaming,$1449 'High/Extreme-High',gaming,Lenovo,Top
$1499,Asus Zenbook UX390UA,i7-7500U,Intel Graphics 620,16GB,-,512GB PCIe,"12.5"" 1920x1080 IPS",High/Extreme-High,10,http://lappylist.com/images/laptop/Asus%20Zenbook%20UX390UA.jpg,ultraportable,$1499 'High/Extreme-High',ultraportable,Asus,Top
$1499,Dell Latitude 14 E7490,i5-8250U,Intel UHD Graphics 620,8GB,-,256GB PCIe,"14.1"" 1920x1080 IPS",High/Extreme-High,10,http://www.lappylist.com/images/laptop/Dell%20Latitude%20E7450.jpg,programming,$1499 'High/Extreme-High',programming,Dell,Top
$1499,Razer Blade 15,Core i7-10750H,NVIDIA RTX 2060 6GB,16GB,-,512GB,"15.6"" 1920x1080 144Hz IPS",High/Extreme-High,8,https://lappylist.com/images/2020_laptop/Razer_Blade_15.jpg,gaming,$1499 'High/Extreme-High',gaming,Razer,Top
$1555,Asus Zenbook UX550VE,i5-7700HQ,Nvidia GTX 1050 Ti,16GB,-,512GB PCIE,"15.6"" 1920x1080 IPS Touch",High/Extreme-High,10,http://lappylist.com/images/laptop2018/Asus%20Zenbook%20Pro%20UX550VE.jpg,"programming,mainstream",$1555 'High/Extreme-High',"programming,mainstream",Asus,Top
$1559,MSI Bravo 15,Ryzen 7 4800H,Radeon RX5500M 4GB,32GB,-,1TB,"15.6"" 1920x1080 144Hz IPS",High/Extreme-High,8,https://lappylist.com/images/2020_laptop/MSI_Bravo_15.jpg,gaming,$1559 'High/Extreme-High',gaming,MSI,Top
$1572,Alienware m15 R3,Core i7-10750H,NVIDIA RTX 2060 6GB,16GB,-,512GB,"15.6"" 1920x1080 300hz",High/Extreme-High,8,https://lappylist.com/images/2020_laptop/Alienware_m15_R3.jpg,gaming,$1572 'High/Extreme-High',gaming,Alienware,Top
$1589,Acer Predator Triton 500,Core i7-9750H,NVIDIA RTX 2060 6GB,16GB,-,512GB,"15.6"" 1920x1080 144Hz IPS",High/Extreme-High,8,https://lappylist.com/images/2020_laptop/Acer_Predator_Triton_500.jpg,gaming,$1589 'High/Extreme-High',gaming,Acer,Top
$1599,MSI GS65 Stealth Thin,Core i7-9750H,NVIDIA RTX 2060 6GB,16GB,-,512GB,"15.6"" 1920x1080 240hz",High/Extreme-High,10,https://lappylist.com/images/2020_laptop/MSI_GS65_Stealth_Thin.jpg,gaming,$1599 'High/Extreme-High',gaming,MSI,Top
$1682,Lenovo ThinkPad X1 Yoga,i5-7200U,Intel Graphics 620,8GB,-,256GB PCIe,"14"" 1920x1080 IPS Touch w/ Pen",High/Extreme-High,10,http://lappylist.com/images/laptop/Lenovo%20ThinkPad%20X1%20Yoga.jpg,convertible,$1682 'High/Extreme-High',convertible,Lenovo,Top
$1699,Apple Macbook Pro 13,i5-7360U,Intel Iris Graphics 640,16GB,-,256GB PCIe,"13.3"" 2560x1600 IPS",High/Extreme-High,10,http://lappylist.com/images/laptop2018/Macbook%20Pro%2013%202017.jpg,"programming,mainstream",$1699 'High/Extreme-High',"programming,mainstream",Apple,Top
$1699,Apple Macbook Pro 13 /w bar,i5-6267U,Intel Iris Graphics 550,8GB,-,128GB PCIe,"13.3"" 2560x1600 IPS",High/Extreme-High,10,http://lappylist.com/images/laptop/Apple%20Macbook%20Pro%20Retina%2013.jpg,ultraportable,$1699 'High/Extreme-High',ultraportable,Apple,Top
$1699,Asus Zenbook UX490UA,i7-8550U,Intel UHD Graphics 620,16GB,-,512GB PCIe,"14"" 1920x1080 IPS",High/Extreme-High,7,http://lappylist.com/images/laptop/Asus%20Zenbook%20UX390UA.jpg,"programming,mainstream",$1699 'High/Extreme-High',"programming,mainstream",Asus,Top
$1699,Microsoft Surface Book,i5-6200U,Intel Graphics 520,8GB,-,256GB,"13.5"" 3000x2000 IPS Touch",High/Extreme-High,10,http://lappylist.com/images/laptop/Microsoft%20Surface%20Book.jpg,convertible,$1699 'High/Extreme-High',convertible,Microsoft,Top
$1779,VAIO Z Flip,i5-6267U,Intel Iris Graphics 550,8GB,-,256GB,"13.3"" 2560x1440 IPS Touch w/ Pen",High/Extreme-High,10,http://lappylist.com/images/laptop/VAIO%20Z%20Flip..jpg,convertible,$1779 'High/Extreme-High',convertible,VAIO,Top
$181,ASUS T100TA,BayTrail-T Z3775,Intel HD Graphics,2GB,-,32GB,"10.1"" 1366x768 TN Touch",Extreme-Low/Low,5,http://lappylist.com/images/laptop/ASUS%20T100TA.jpg,convertible,$181 'Extreme-Low/Low',convertible,ASUS,Top
$1885,Dell XPS 15 9560 (i7),i5-7700HQ,Nvidia GTX 1050,16GB,-,512GB,"15.6"" 3840x2160 IPS Touch",High/Extreme-High,10,http://lappylist.com/images/laptop/Dell%20XPS%2015%209560.jpg,mainstream,$1885 'High/Extreme-High',mainstream,Dell,Top
$1899,Asus ROG Zephyrus M,Core i7-9750H,NVIDIA RTX 2070 8GB,16GB,-,1TB,"15.6"" 1920x1080 240Hz IPS",High/Extreme-High,9,https://lappylist.com/images/2020_laptop/Asus_ROG_Zephyrus_M.jpg,gaming,$1899 'High/Extreme-High',gaming,Asus,Top
$1899,Asus ROG Zephyrus S,Core i7-9750H,NVIDIA RTX 2070 8GB,16GB,-,1TB,"17.3"" 1920x1080 144hz",High/Extreme-High,10,https://lappylist.com/images/2020_laptop/Asus_ROG_Zephyrus_S_GX701.jpg,gaming,$1899 'High/Extreme-High',gaming,Asus,Top
$1899,Lenovo Legion 7i,Core i7-10750H,NVIDIA RTX 2070 8GB,16GB,-,512GB,"15.6"" 1920x1080 144Hz IPS",High/Extreme-High,10,https://lappylist.com/images/2020_laptop/Lenovo_Legion_7i.jpg,gaming,$1899 'High/Extreme-High',gaming,Lenovo,Top
$1899,Lenovo Legion Y740 2080,Core i7-8750H,NVIDIA RTX 2080 8GB,16GB,-,512GB,"17.3"" 1920x1080 144hz",High/Extreme-High,10,https://lappylist.com/images/2020_laptop/Lenovo_Legion_Y740_2080.jpg,gaming,$1899 'High/Extreme-High',gaming,Lenovo,Top
$1899,Razer Blade Stealth 13,Core i7-1065G7,NVIDIA GTX 1650 Ti 4GB,16GB,-,512GB,"13.3"" 3840x2160 4K Touch",High/Extreme-High,8,https://lappylist.com/images/2020_laptop/Razer_Blade_Stealth_13.jpg,gaming,$1899 'High/Extreme-High',gaming,Razer,Top
$199,HP Stream 11,Celeron N3060,Intel HD Graphics,4GB,-,32GB,"11.6"" 1366x768 TN",Extreme-Low/Low,4,http://lappylist.com/images/laptop/HP%20Stream.jpg,ultraportable,$199 'Extreme-Low/Low',ultraportable,HP,Top
$1993,Apple Macbook Pro 15 w/ bar,i7-6700HQ,AMD Radeon Pro 450,16GB,-,256GB PCIe,"15.4"" 2880x1800 IPS",High/Extreme-High,10,http://lappylist.com/images/laptop/Apple%20Macbook%20Pro%2015%20touchbar.jpg,"programming,mainstream",$1993 'High/Extreme-High',"programming,mainstream",Apple,Top
$1999,HP OMEN X 2S,Core i7-9750H,NVIDIA RTX 2070 8 GB,16GB,-,512GB,"15.6"" 1920x1080 144Hz IPS",High/Extreme-High,9,https://lappylist.com/images/2020_laptop/HP_OMEN_X_2S.jpg,gaming,$1999 'High/Extreme-High',gaming,HP,Top
$202,Dell Inspiron 11,Celeron N3060,Intel HD Graphics,2GB,-,32GB,"11.6"" 1366x768 TN",Extreme-Low/Low,5,http://lappylist.com/images/laptop/Dell%20Inspiron%2011.jpg,ultraportable,$202 'Extreme-Low/Low',ultraportable,Dell,Top
$219,HP Stream 13,Celeron N3050,Intel HD Graphics,2GB,-,32GB,"13.3"" 1366x768 TN",Extreme-Low/Low,4,http://lappylist.com/images/laptop/HP%20Stream.jpg,ultraportable,$219 'Extreme-Low/Low',ultraportable,HP,Top
$2199,Gigabyte AERO 15 ,Core i7-9750H,NVIDIA RTX 2060 6GB,16GB,-,512GB,"15.6"" 3840x2160 AMOLED",High/Extreme-High,9,https://lappylist.com/images/2020_laptop/Gigabyte_AERO_15.jpg,gaming,$2199 'High/Extreme-High',gaming,Gigabyte,Top
$2299,Razer Blade 15 Advanced,Core i7-10875H,NVIDIA RTX 2070 8 GB,16GB,-,512GB,"15.6"" 1920x1080 144hz",High/Extreme-High,10,https://lappylist.com/images/2020_laptop/Razer_Blade_15_Advanced.jpg,gaming,$2299 'High/Extreme-High',gaming,Razer,Top
$249,Lenovo IdeaPad 100s,Celeron N3050,Intel HD Graphics,2GB,-,64GB,"14"" 1366x738 TN",Extreme-Low/Low,4,http://lappylist.com/images/laptop/Lenovo%20IdeaPad%20100s.jpg,ultraportable,$249 'Extreme-Low/Low',ultraportable,Lenovo,Top
$249,Lenovo IdeaPad 120s,Celeron N3350,Intel HD Graphics 500,4GB,-,64GB,"14"" 1366x738 TN",Extreme-Low/Low,4,http://lappylist.com/images/laptop/Lenovo%20IdeaPad%20100s.jpg,"programming,mainstream",$249 'Extreme-Low/Low',"programming,mainstream",Lenovo,Top
$2519,Alienware Area 51M,Core i7-10700K,NVIDIA RTX 2070 8GB,16GB,-,1TB,"17.3"" 1920x1080 300hz",High/Extreme-High,9,https://lappylist.com/images/2020_laptop/Alienware_Area_51M.jpg,gaming,$2519 'High/Extreme-High',gaming,Alienware,Top
$258,Asus Vivobook E403NA,Celeron N3350,Intel HD Graphics 500,4GB,-,64GB,"14"" 1920x1080 TN",Extreme-Low/Low,4,http://lappylist.com/images/laptop/Asus%20E402SA.jpg,"programming,mainstream",$258 'Extreme-Low/Low',"programming,mainstream",Asus,Top
$259,HP Pavilion x2 10t,Atom x5-Z8350,Intel HD Graphics,2GB,-,32GB,"10.1"" 1280x800 IPS Touch w/ Pen",Extreme-Low/Low,5,http://lappylist.com/images/laptop/HP%20Pavilion%20x2%2010t.jpg,convertible,$259 'Extreme-Low/Low',convertible,HP,Top
$2649,MSI GE66 Raider 10SGS,Core i7-10875H,NVIDIA RTX 2080 8GB,32GB,-,1TB,"15.6"" 1920x1080 300hz",High/Extreme-High,7,https://lappylist.com/images/2020_laptop/MSI_GE66_Raider_10SGS.jpg,gaming,$2649 'High/Extreme-High',gaming,MSI,Top
$3125,Asus ROG Zephyrus Duo i7,Core i7-10875H,NVIDIA RTX 2070S 8GB,32GB,-,2TB,"15.6"" 1920x1080 300hz IPS",High/Extreme-High,10,https://lappylist.com/images/2020_laptop/Asus_ROG_Zephyrus_Duo_i7.jpg,gaming,$3125 'High/Extreme-High',gaming,Asus,Top
$316,Dell Inspiron 11 2 in 1,Pentium N3710,Intel HD Graphics,4GB,500GB 5400RPM,-,"11"" 1366x768 TN Touch",Extreme-Low/Low,5,http://lappylist.com/images/laptop/Dell%20Inspiron%2011%202in1.jpg,convertible,$316 'Extreme-Low/Low',convertible,Dell,Top
$329,Lenovo ThinkPad T440 (refurb),i5-4300U,Intel HD 4400,8GB,640GB 5400RPM,-,"14"" 1600x900 TN",Extreme-Low/Low,9,http://lappylist.com/images/laptop/Lenovo%20ThinkPad%20T440.jpg,programming,$329 'Extreme-Low/Low',programming,Lenovo,Top
$349,Acer Aspire E15-575,i3 7100U,Intel Graphics 620,4GB,1TB 5400RPM,-,"15.6"" 1920x1080 TN",Extreme-Low/Low,5,http://lappylist.com/images/laptop/Acer%20Aspire%20E15%20575.jpg,"programming,mainstream",$349 'Extreme-Low/Low',"programming,mainstream",Acer,Top
$369,Microsoft Surface 3,Atom x7-Z8700,Intel HD Graphics,2GB,-,64GB,"10.8"" 1920x1080 IPS",Extreme-Low/Low,8,http://lappylist.com/images/laptop/Microsoft%20Surface%20Pro%203.jpg,"ultraportable,convertible",$369 'Extreme-Low/Low',"ultraportable,convertible",Microsoft,Top
$377,Asus T102HA,Atom x5-Z8350,Intel HD Graphics,4GB,-,128GB,"10.1"" 1280x800 Touch w/ Pen",Extreme-Low/Low,5,http://lappylist.com/images/laptop/Asus%20T100HA.jpg,convertible,$377 'Extreme-Low/Low',convertible,Asus,Top
$427,Asus T300CHI,M-5Y70,Intel HD 5300,4GB,-,128GB,"12.5"" 1920x1080 IPS Touch",Extreme-Low/Low,7,http://lappylist.com/images/laptop/ASUS%20T300chi.jpg,convertible,$427 'Extreme-Low/Low',convertible,Asus,Top
